SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_160_24,12720,105000,6635,31100,1184,28300,1249,13000,1122,16600,1856,15500,
seq_160_25,12720,105800,7160,33300,1184,28900,1036,12700,1079,16000,1846,15100,
seq_160_26,12720,131000,6436,43000,1184,33000,1080,14100,1272,21100,1865,19600,
seq_160_27,12720,102800,6245,29400,1184,28400,1088,12700,1116,17000,1860,15600,
seq_160_28,12720,101900,7169,33300,1184,28500,1026,12200,1069,17600,1847,15900,
seq_160_29,12720,102100,6410,30000,1184,28600,1196,12600,1103,16900,1866,15100,
seq_160_30,12720,105200,5846,27500,1184,28400,1117,12500,1113,17000,1873,15100,
seq_160_31,12720,103900,6206,29100,1184,28500,1182,12700,1404,19400,1877,15400,
seq_160_32,12720,96200,6134,28900,1184,28800,1083,12700,1076,17500,1866,15300,
seq_160_33,12720,100100,6598,30800,1184,28700,1144,14000,1186,18200,1842,15100,
seq_160_34,12720,112300,6369,29900,1184,29100,1161,12400,1106,16300,1843,15300,
seq_160_35,12720,102000,6367,29700,1184,29300,1171,12800,1222,17000,1872,15600,
seq_160_36,12720,101700,6437,30100,1184,28700,1094,11900,1437,17200,1840,15300,
seq_160_37,12720,100700,6696,31300,1184,28400,1252,13300,1233,17200,1852,15100,
seq_160_38,12720,102900,6402,30000,1184,28500,1195,13000,1248,16300,1853,16200,
seq_160_39,12720,102700,6036,28300,1184,28900,1219,12900,1495,17900,1846,15400,
seq_160_40,12720,100300,6492,30300,1184,29600,1255,13200,1134,17400,1869,15400,
seq_160_41,12720,103600,5937,27900,1184,28400,1258,13100,1216,17300,1854,15200,
seq_160_42,12720,106100,6961,32400,1184,30200,1115,13100,1192,17400,1881,15500,
seq_160_43,12720,96100,6278,29500,1184,28800,1304,13800,1208,16900,1857,15300,
seq_160_44,12720,104300,6640,31000,1184,28800,1253,13400,1182,16200,1849,15200,
seq_160_45,12720,122800,6628,44100,1184,32800,1068,13900,1253,19400,1860,19200,
seq_160_46,12720,131500,6467,43200,1184,33100,1242,15100,1017,18500,1865,19600,
seq_160_47,12720,94800,6594,30800,1184,29100,1190,12800,1142,16500,1851,15100,
seq_160_48,12720,99600,6143,28800,1184,29900,1260,13500,1161,16500,1861,15200,
seq_160_49,12720,103000,6547,30400,1184,30100,1275,13900,1134,17600,1856,15200,
seq_160_50,12720,98300,6521,30500,1184,31000,1113,12300,1092,17700,1855,15300,
seq_160_51,12720,100100,6469,30400,1184,28900,1290,13300,1125,17900,1861,15900,
seq_160_52,12720,98300,6682,31200,1184,29300,1120,12800,1081,16900,1870,15900,
seq_160_53,12720,103200,6015,28300,1184,28900,1149,13100,1199,17900,1852,15400,
seq_160_54,12720,104600,6247,29300,1184,29400,1202,13100,1288,16100,1869,15300,
seq_160_55,12720,102400,6016,28300,1184,29000,1117,12900,1059,16100,1892,15700,
seq_160_56,12720,100700,6685,31200,1184,28700,1144,12900,1167,16400,1868,15100,
seq_160_57,12720,98500,6742,31600,1184,29200,1172,12600,1337,17700,1851,14900,
seq_160_58,12720,104700,6325,29700,1184,28400,1170,12700,1182,18500,1866,15300,
seq_160_59,12720,104200,6248,29200,1184,28500,1256,13700,1178,16600,1861,15200,
seq_160_60,12720,99700,6548,30600,1184,29300,1128,12700,1171,17600,1863,15500,
seq_160_61,12720,101900,6839,31800,1184,28600,1190,12900,1073,17400,1864,15000,
seq_160_62,12720,99600,6920,32400,1184,29300,1112,13000,1187,17700,1874,15600,
seq_160_63,12720,105300,6062,28500,1184,29000,1327,13500,1020,17200,1865,15500,
seq_160_64,12720,99900,6210,29100,1184,28600,1314,13500,1155,16800,1853,15500,
seq_160_65,12720,108600,6634,30900,1184,28800,1174,12600,1190,16700,1868,15800,
seq_160_66,12720,102900,6606,30900,1184,29200,1345,13100,1025,16800,1854,15500,
seq_160_67,12720,104500,6601,30900,1184,29600,1052,12700,1126,17700,1856,16500,
seq_160_68,12720,105100,6148,28800,1184,28800,1106,12900,1157,17700,1862,15200,
seq_160_69,12720,110700,6370,29700,1184,28400,1113,12200,1175,18300,1864,15300,
seq_160_70,12720,106300,7035,33600,1184,29100,1180,12600,1191,17700,1849,15700,
seq_160_71,12720,95300,5956,28100,1184,28200,1106,12900,1151,17400,1879,15600,
seq_160_72,12720,97300,7102,33000,1184,29000,1064,12500,1120,17200,1852,15500,
seq_160_73,12720,106200,6602,30900,1184,28500,1315,13800,1581,19200,1854,15400,
seq_160_74,12720,107100,6397,30000,1184,28200,1257,13100,1227,17400,1859,15400,
seq_160_75,12720,101400,6346,29800,1184,28500,1252,13100,1110,17500,1856,15200,
seq_160_76,12720,94800,6233,29300,1184,28300,1259,13000,1139,16600,1837,15100,
seq_160_77,12720,99700,6827,32000,1184,28500,1298,13000,1294,16000,1843,15400,
seq_160_78,12720,97400,6507,30500,1184,28300,1191,13000,1217,17100,1851,15200,
seq_160_79,12720,107400,6608,30900,1184,28400,1193,13300,1075,16500,1849,15500,
seq_160_80,12720,100100,6580,30800,1184,29500,1165,12600,1032,16200,1852,15300,
seq_160_81,12720,95600,6545,30600,1184,29400,1056,12900,1130,16400,1868,15300,
seq_160_82,12720,99200,6330,29600,1184,30000,1191,13200,1237,17500,1866,15200,
seq_160_83,12720,127100,6645,31100,1184,29700,1173,12700,1245,17400,1858,15500,
seq_160_84,12720,103900,5961,28100,1184,29800,1184,12400,1417,18900,1863,15200,
seq_160_85,12720,97700,6603,30800,1184,28500,1159,12500,1116,17400,1831,15100,
seq_160_86,12720,105400,6289,29500,1184,29800,1135,12400,1170,17800,1876,15400,
seq_160_87,12720,96900,6138,28800,1184,29000,1200,12600,1085,17100,1859,14800,
seq_160_88,12720,99500,6764,31600,1184,28400,1280,13800,1475,18700,1831,15500,
seq_160_89,12720,110200,6502,30500,1184,28300,1179,13000,1233,18000,1871,15300,
seq_160_90,12720,98000,6857,32900,1184,29000,1290,13300,1107,17500,1838,15700,
seq_160_91,12720,104400,6644,31100,1184,28400,1216,13200,1198,17800,1860,15200,
seq_160_92,12720,100800,6341,29600,1184,28700,1113,12800,1387,18900,1841,16200,
seq_160_93,12720,104600,5872,27800,1184,29200,1098,12200,1128,17800,1873,16000,
seq_160_94,12720,104700,6503,30400,1184,28600,1140,12700,1080,16500,1862,15400,
seq_160_95,12720,99000,6219,29200,1184,29000,1230,13400,1162,17700,1853,16300,
seq_160_96,12720,109500,7020,32500,1184,29800,1084,12800,1124,17300,1851,15300,
seq_160_97,12720,102100,6610,30900,1184,30000,1103,13100,1150,16900,1847,16300,
seq_160_98,12720,103300,6538,30800,1184,28200,1271,13200,1078,17100,1836,14900,
seq_160_99,12720,103300,6641,31000,1184,28200,1216,12900,1119,17900,1848,14900,
seq_170_0,14365,113500,7401,32300,1274,32300,1224,14200,1195,17600,1999,16600,
seq_170_1,14365,114000,7453,32400,1274,32000,1122,13000,1331,21500,2019,16000,
seq_170_2,14365,112600,7604,33000,1274,32200,1469,15700,1156,20000,2015,16600,
seq_170_3,14365,105600,7208,31400,1274,32100,1233,14000,1175,17800,1996,16000,
seq_170_4,14365,132000,7219,31500,1274,31800,1374,14800,1327,18600,2014,16100,
seq_170_5,14365,117500,7346,32000,1274,32600,1377,14700,1239,18700,2009,16400,
seq_170_6,14365,111000,7532,32800,1274,32900,1297,14000,1199,18800,1995,16100,
seq_170_7,14365,113200,6664,28900,1274,32900,1388,14200,1262,18400,2021,16300,
seq_170_8,14365,112000,6785,29700,1274,32100,1213,13300,1190,16900,2024,16400,
seq_170_9,14365,131000,7698,45800,1274,36800,1290,16800,1366,23600,1986,20700,
seq_170_10,14365,111500,7587,35700,1274,32200,1174,13500,1255,19200,1999,16500,
seq_170_11,14365,126400,7148,33500,1274,32400,1157,13600,1131,17700,2021,16900,
seq_170_12,14365,120900,7169,33100,1274,32400,1336,14500,1268,19000,1997,16600,
seq_170_13,14365,121800,7753,36200,1274,31700,1288,14000,1238,18500,1997,16700,
seq_170_14,14365,120800,7620,35100,1274,34800,1202,15800,1305,20600,1995,21400,
seq_170_15,14365,109300,7762,36400,1274,32600,1292,13600,1525,20200,1997,17100,
seq_170_16,14365,117900,7449,34400,1274,32300,1199,16400,1236,18300,2025,16800,
seq_170_17,14365,117200,6371,29900,1274,32600,1230,13900,1383,19900,1993,16800,
seq_170_18,14365,112400,7521,35300,1274,32000,1066,13400,1195,17900,1982,16500,
seq_170_19,14365,123600,6862,32400,1274,32300,1189,13500,1229,18600,2018,17200,
seq_170_20,14365,118000,7233,33900,1274,30600,1384,13600,1264,18300,2023,17200,
seq_170_21,14365,123900,7279,34100,1274,31900,1338,13900,1283,19300,2023,16900,
seq_170_22,14365,111000,7138,33600,1274,32700,1241,13600,1200,18400,2020,16600,
seq_170_23,14365,112400,7227,33900,1274,30700,1254,14100,1749,21500,1989,17500,
seq_170_24,14365,115500,7334,33700,1274,32100,1157,13600,1199,18100,2000,16500,
seq_170_25,14365,121200,6779,31800,1274,32000,1306,14700,1357,18200,2024,16800,
seq_170_26,14365,113500,7378,34700,1274,30800,1361,13900,1165,18900,2000,16700,
seq_170_27,14365,119000,7267,34100,1274,32100,1159,13300,1145,18000,2012,16400,
seq_170_28,14365,110700,6973,32800,1274,31600,1369,14000,1224,19000,2014,17000,
seq_170_29,14365,117300,7456,35100,1274,31200,1384,15700,1198,18100,2015,16700,
seq_170_30,14365,123900,7373,34700,1274,32200,1157,13100,1236,19000,2022,16700,
seq_170_31,14365,113100,7054,33000,1274,35000,1202,14000,1218,22200,2018,16800,
seq_170_32,14365,116000,7256,34100,1274,31600,1202,14200,1192,18300,1993,17200,
seq_170_33,14365,112600,7963,38100,1274,32300,1256,13900,1234,18900,2003,21200,
seq_170_34,14365,123900,7775,36500,1274,32500,1251,14200,1408,17800,2003,16700,
seq_170_35,14365,110000,7101,33100,1274,31200,1324,14800,1256,18400,1985,16600,
seq_170_36,14365,123500,6963,32800,1274,32000,1233,13700,1366,19400,2013,16400,
seq_170_37,14365,122900,7031,33200,1274,32000,1143,13600,1132,18400,2017,16800,
seq_170_38,14365,117400,7504,35300,1274,31700,1232,13800,1220,17600,2002,16300,
seq_170_39,14365,117200,7263,33500,1274,30900,1138,13500,1318,19100,2012,16800,
seq_170_40,14365,116700,7533,35000,1274,32700,1456,14300,1303,18800,2027,16800,
seq_170_41,14365,113500,7779,36400,1274,31600,1215,13600,1191,17100,2016,16300,
seq_170_42,14365,118400,7903,37000,1274,31000,1290,14200,1197,16800,2010,16600,
seq_170_43,14365,120600,6340,30000,1274,31600,1314,14200,1559,19600,2028,16500,
seq_170_44,14365,117600,7211,33700,1274,32600,1268,13700,1381,19600,2023,16200,
seq_170_45,14365,120400,7022,33100,1274,31700,1131,13600,1234,17800,2030,16500,
seq_170_46,14365,118000,7321,34500,1274,31700,1519,15300,1215,18000,2004,16300,
seq_170_47,14365,120200,7400,34800,1274,32000,1326,13500,1366,18800,2033,16700,
seq_170_48,14365,118600,7477,35200,1274,32100,1398,14700,1168,17500,2017,16400,
seq_170_49,14365,117900,7673,36000,1274,31500,1359,14100,1200,17000,1982,16100,
seq_170_50,14365,117400,7021,33000,1274,31900,1306,13300,1265,18300,2005,17100,
seq_170_51,14365,118900,6962,32700,1274,32700,1180,13500,1271,19100,2016,16400,
seq_170_52,14365,117200,7546,35400,1274,32100,1213,14000,1370,17700,2010,16700,
seq_170_53,14365,114000,7574,35400,1274,31400,1303,13700,1374,18800,2006,16300,
seq_170_54,14365,122200,7295,34300,1274,32300,1149,13200,1200,18500,2010,16400,
seq_170_55,14365,112700,7200,33900,1274,32100,1283,13500,1255,17700,2009,16200,
seq_170_56,14365,117000,7388,34700,1274,30800,1265,14100,1236,18700,2007,16500,
seq_170_57,14365,122400,7720,36000,1274,32700,1146,13800,1377,19500,2017,16600,
seq_170_58,14365,122900,7664,35900,1274,32300,1245,13400,1259,17400,2003,16500,
seq_170_59,14365,115100,7459,35100,1274,32800,1444,14700,1156,19500,2009,16300,
seq_170_60,14365,115900,7340,34400,1274,31500,1208,13000,1463,19700,1999,16500,
seq_170_61,14365,111600,7016,33000,1274,32000,1187,13600,1335,17700,2007,16500,
seq_170_62,14365,117400,7717,36100,1274,31700,1174,13800,1122,18300,1998,16000,
seq_170_63,14365,116400,7109,33500,1274,31700,1150,13400,1318,18900,2012,16500,
seq_170_64,14365,117200,7061,33300,1274,31400,1327,13800,1219,17000,2005,16700,
seq_170_65,14365,119600,7421,34800,1274,31700,1157,13900,1169,17800,1994,16200,
seq_170_66,14365,112300,7534,35200,1274,31500,1170,13400,1178,18600,1985,16300,
seq_170_67,14365,115300,7568,35400,1274,32600,1350,14500,1619,18900,2002,16500,
seq_170_68,14365,120500,8015,37100,1274,32400,1350,13800,1344,17300,2005,16400,
seq_170_69,14365,116800,6938,32700,1274,31900,1304,13600,1229,18800,2022,17500,
seq_170_70,14365,113100,7186,33800,1274,32300,1205,13300,1253,17300,2017,16500,
seq_170_71,14365,115900,7746,36300,1274,31900,1190,13400,1104,24700,1973,16200,
seq_170_72,14365,110800,7054,33200,1274,31900,1153,13600,1162,17500,1993,16500,
seq_170_73,14365,126300,7544,35200,1274,30600,1196,13400,1206,18200,2019,16700,
seq_170_74,14365,116400,6717,31100,1274,31900,1199,13900,1247,18600,1994,16200,
seq_170_75,14365,109700,7799,36300,1274,32300,1366,14000,1267,17900,1991,16500,
seq_170_76,14365,114600,7576,35700,1274,31100,1218,13100,1173,18000,2018,16700,
seq_170_77,14365,115200,7014,32400,1274,32800,1274,13800,1173,18200,1995,16300,
seq_170_78,14365,116700,7666,35900,1274,32100,1264,13200,1398,19200,1996,16200,
seq_170_79,14365,114200,7065,33300,1274,31100,1183,13800,1439,17500,2011,16600,
seq_170_80,14365,115200,7402,34500,1274,31900,1361,14300,1217,19000,2022,16600,
seq_170_81,14365,114000,7348,34400,1274,32200,1267,13800,1265,18600,2006,16400,
seq_170_82,14365,117300,7167,33600,1274,30600,1402,14500,1160,18000,2029,16600,
seq_170_83,14365,118100,7014,32800,1274,31400,1398,13700,1374,20400,2003,16900,
seq_170_84,14365,115000,7801,36700,1274,31600,1230,13600,1398,17900,1996,17300,
seq_170_85,14365,120400,7288,34100,1274,30800,1238,13300,1341,18500,2020,16600,
seq_170_86,14365,110900,7014,32900,1274,31900,1142,13700,1257,18200,2015,16300,
seq_170_87,14365,109100,6647,31300,1274,31800,1319,14500,1100,17400,2015,16700,
seq_170_88,14365,115800,7787,36400,1274,30900,1331,14300,1138,18400,1998,16400,
seq_170_89,14365,114900,7574,35400,1274,32400,1387,14500,1293,18800,2006,16400,
seq_170_90,14365,114600,7215,33900,1274,31900,1351,14700,1400,19000,1984,16500,
seq_170_91,14365,113300,7429,34700,1274,30500,1291,13700,1408,20100,1980,16200,
seq_170_92,14365,143800,7907,54700,1274,36600,1163,15500,1125,20100,2002,21000,
seq_170_93,14365,121900,7037,33100,1274,32100,1123,13000,1345,17600,2036,16500,
seq_170_94,14365,140700,7624,52800,1274,37000,1301,17600,1519,23900,2019,21100,
seq_170_95,14365,145300,7940,54800,1274,36100,1324,17400,1361,20700,2017,16700,
seq_170_96,14365,120000,7242,34100,1274,30700,1204,12900,1285,16800,2024,16400,
seq_170_97,14365,116000,7798,36400,1274,31600,1223,13600,1249,19000,2016,16500,
seq_170_98,14365,107800,7277,35100,1274,31800,1288,13600,1311,18400,1996,16100,
seq_170_99,14365,117600,7613,35700,1274,31500,1338,13300,1247,18300,2004,16200,
seq_180_0,16110,126600,8621,39500,1364,38200,1264,16400,1244,21600,2154,22600,
seq_180_1,16110,158900,8399,58000,1364,38600,1387,18200,1536,23400,2150,22600,
seq_180_2,16110,165400,8017,55500,1364,39600,1323,17100,1430,23700,2150,22300,
seq_180_3,16110,136300,8459,38600,1364,34800,1241,14100,1413,20000,2128,18400,
seq_180_4,16110,131800,8069,37800,1364,33900,1439,14600,1559,21600,2179,17900,
seq_180_5,16110,136100,8142,38100,1364,35200,1344,14400,1358,19900,2144,17300,
seq_180_6,16110,137800,8103,37800,1364,34200,1338,14400,1213,19300,2138,18400,
seq_180_7,16110,129100,8055,37800,1364,33600,1500,14500,1240,19400,2182,18200,
seq_180_8,16110,125300,8052,37700,1364,35400,1597,15600,1519,20200,2152,17500,
seq_180_9,16110,128600,8134,38100,1364,34000,1448,17200,1634,20900,2141,17700,
seq_180_10,16110,127200,8234,38600,1364,40200,1366,17100,1268,22200,2153,22400,
seq_180_11,16110,127500,7561,35600,1364,37900,1371,14800,1320,20200,2157,17900,
seq_180_12,16110,130100,8104,37700,1364,34400,1462,15200,1324,21600,2154,17500,
seq_180_13,16110,130300,8759,40700,1364,33200,1264,14400,1275,18600,2160,17800,
seq_180_14,16110,130900,7698,35400,1364,34600,1307,14200,1346,19300,2144,17800,
seq_180_15,16110,133400,7547,35300,1364,35000,1331,14700,1446,20000,2166,17700,
seq_180_16,16110,128400,8340,39100,1364,34100,1336,14900,1236,19600,2158,18500,
seq_180_17,16110,128200,7798,36600,1364,33800,1478,15400,1387,19100,2160,17500,
seq_180_18,16110,125500,8743,40600,1364,36500,1335,14700,1262,19800,2138,17800,
seq_180_19,16110,127900,8056,37600,1364,34100,1319,15300,1253,20200,2150,17900,
seq_180_20,16110,134300,7575,36900,1364,35300,1361,15600,1386,19600,2169,17600,
seq_180_21,16110,127500,7670,37200,1364,39100,1310,17000,1364,21900,2157,23100,
seq_180_22,16110,131000,7981,37400,1364,34300,1273,14300,1457,21000,2181,17700,
seq_180_23,16110,129400,8397,39200,1364,33500,1249,14200,1245,22500,2164,18400,
seq_180_24,16110,131800,7966,37400,1364,34100,1289,14500,1407,21300,2165,19400,
seq_180_25,16110,138200,8625,41700,1364,38500,1283,16500,1435,22100,2165,19300,
seq_180_26,16110,135900,7852,40000,1364,40900,1202,14300,1191,19500,2154,17600,
seq_180_27,16110,130200,7819,36300,1364,37000,1215,15500,1570,20400,2156,17800,
seq_180_28,16110,131800,7914,37000,1364,34700,1377,15300,1436,19200,2165,17900,
seq_180_29,16110,128400,7741,36300,1364,33900,1451,15300,1589,22600,2172,17700,
seq_180_30,16110,130400,9067,42300,1364,33800,1457,14600,1384,19800,2137,18300,
seq_180_31,16110,122300,8294,38800,1364,33900,1336,15500,1257,19000,2162,17900,
seq_180_32,16110,129000,8783,38500,1364,33300,1249,15200,1201,17000,2159,20600,
seq_180_33,16110,136600,8432,38600,1364,29000,1285,15100,1441,17700,2163,20300,
seq_180_34,16110,127300,8338,38900,1364,28000,1286,14500,1325,16200,2166,20600,
seq_180_35,16110,121400,7793,36800,1364,28300,1538,15300,1398,16700,2157,20800,
seq_180_36,16110,126500,7757,36500,1364,28400,1499,15500,1568,17700,2154,20000,
seq_180_37,16110,129600,8285,37800,1364,28200,1419,14900,1320,16400,2150,19500,
seq_180_38,16110,131500,8807,42000,1364,28400,1631,16300,1297,16700,2143,19500,
seq_180_39,16110,136300,8314,38900,1364,28500,1564,16100,1303,16300,2141,19600,
seq_180_40,16110,130900,8773,40900,1364,28300,1284,14300,1337,16000,2146,19900,
seq_180_41,16110,124800,7497,35200,1364,28000,1394,14800,1563,17600,2155,19700,
seq_180_42,16110,138100,8334,38900,1364,28200,1184,14100,1376,17200,2141,20100,
seq_180_43,16110,133000,8473,39700,1364,27900,1376,15100,1333,16800,2156,21000,
seq_180_44,16110,131800,8277,38400,1364,27700,1615,16300,1255,16600,2154,19700,
seq_180_45,16110,139400,8635,40300,1364,28000,1337,14400,1311,16600,2135,19300,
seq_180_46,16110,129000,8448,39500,1364,28000,1318,14500,1352,16200,2143,20800,
seq_180_47,16110,134100,7766,36300,1364,27600,1504,15500,1361,16000,2166,20400,
seq_180_48,16110,131500,8442,39400,1364,28000,1420,15700,1325,17100,2146,20100,
seq_180_49,16110,135500,9059,42100,1364,28000,1481,15300,1621,18700,2155,19600,
seq_180_50,16110,134400,8170,38200,1364,28100,1308,14600,1226,16600,2147,19500,
seq_180_51,16110,132400,9346,43400,1364,28100,1314,14500,1347,16700,2139,19400,
seq_180_52,16110,128400,8608,40300,1364,28100,1470,16200,1183,16400,2152,19800,
seq_180_53,16110,132900,7714,36100,1364,28000,1352,14500,1392,16000,2159,19700,
seq_180_54,16110,132800,8351,39000,1364,27700,1333,15200,1293,16900,2163,19800,
seq_180_55,16110,123900,8340,38900,1364,28300,1289,14300,1616,16900,2157,19600,
seq_180_56,16110,151800,7946,37200,1364,27900,1593,16200,1243,16700,2169,20000,
seq_180_57,16110,134700,9283,43400,1364,27900,1351,14700,1518,17200,2130,19700,
seq_180_58,16110,138000,7586,35400,1364,27800,1585,15100,1335,16400,2162,19200,
seq_180_59,16110,135900,8018,37500,1364,28000,1587,16400,1313,16600,2131,19300,
seq_180_60,16110,132000,8883,41500,1364,27900,1339,15600,1369,17300,2147,19800,
seq_180_61,16110,128500,8280,39600,1364,27800,1342,14100,1423,16500,2153,19700,
seq_180_62,16110,131400,7540,34800,1364,28200,1367,15000,1159,16700,2142,20000,
seq_180_63,16110,131100,8609,40000,1364,27900,1348,14800,1328,16400,2152,19600,
seq_180_64,16110,128600,8601,39700,1364,28200,1319,14700,1263,16300,2141,19700,
seq_180_65,16110,133400,7689,36500,1364,27500,1285,14500,1365,16700,2165,19700,
seq_180_66,16110,135500,8158,38200,1364,28200,1373,14500,1419,16800,2172,20600,
seq_180_67,16110,128700,8197,38300,1364,28000,1288,14400,1417,16700,2165,20000,
seq_180_68,16110,129100,7719,36200,1364,28000,1213,14400,1513,17600,2143,19800,
seq_180_69,16110,135400,7974,37000,1364,28000,1307,14700,1183,16000,2146,19700,
seq_180_70,16110,137000,7549,36300,1364,28300,1321,14200,1526,17600,2154,19700,
seq_180_71,16110,124200,8560,39800,1364,27500,1374,15100,1378,16100,2161,19700,
seq_180_72,16110,129300,8500,39400,1364,27700,1221,13800,1470,17100,2153,20700,
seq_180_73,16110,133500,8648,40300,1364,28100,1590,15600,1391,17400,2160,20000,
seq_180_74,16110,131700,7858,36800,1364,27800,1322,14100,1438,16300,2174,20500,
seq_180_75,16110,130900,7946,37000,1364,27800,1296,14600,1406,16700,2153,20600,
seq_180_76,16110,132900,8523,39500,1364,28000,1370,14900,1326,16300,2169,19700,
seq_180_77,16110,135100,8573,39300,1364,28000,1292,14600,1345,16300,2155,19400,
seq_180_78,16110,133300,8347,39000,1364,27800,1525,16200,1334,16600,2145,19800,
seq_180_79,16110,127600,8491,39400,1364,28000,1392,14400,1264,16200,2151,19700,
seq_180_80,16110,132800,8141,37900,1364,28000,1195,14300,1246,16000,2160,19700,
seq_180_81,16110,132100,8445,39400,1364,28000,1529,15200,1465,17700,2148,19700,
seq_180_82,16110,137300,7936,37200,1364,27800,1320,14600,1212,16100,2167,19900,
seq_180_83,16110,129000,7958,37300,1364,27700,1242,14500,1265,17100,2150,19500,
seq_180_84,16110,134500,8217,37800,1364,27900,1370,14700,1383,17000,2147,20000,
seq_180_85,16110,127700,7635,35900,1364,27600,1552,15700,1404,16900,2150,19800,
seq_180_86,16110,130300,8143,37900,1364,27500,1335,14700,1498,17600,2154,20100,
seq_180_87,16110,127900,8345,38900,1364,28000,1404,14900,1266,16400,2149,19800,
seq_180_88,16110,132400,7987,37400,1364,27400,1309,14300,1338,16600,2156,19800,
seq_180_89,16110,138800,8233,38500,1364,27900,1349,14900,1309,16600,2141,19600,
seq_180_90,16110,127800,8109,38100,1364,27400,1457,15300,1292,16300,2164,19900,
seq_180_91,16110,126600,8223,38300,1364,30800,1365,15100,1355,16600,2139,19600,
seq_180_92,16110,131900,8347,39100,1364,27900,1288,14400,1411,17100,2155,19800,
seq_180_93,16110,131400,8164,38200,1364,27800,1431,14400,1366,16600,2147,19800,
seq_180_94,16110,134500,8258,38500,1364,27800,1349,14400,1202,15900,2148,19300,
seq_180_95,16110,133800,8419,39000,1364,28200,1412,15200,1295,16700,2165,19900,
seq_180_96,16110,130100,8486,39600,1364,27600,1532,15300,1269,17200,2145,19400,
seq_180_97,16110,135200,8040,37600,1364,27600,1525,15200,1232,16300,2149,19700,
seq_180_98,16110,137100,8327,38900,1364,27600,1421,14900,1286,16400,2126,19500,
seq_180_99,16110,134600,8066,37300,1364,27600,1284,14800,1322,16300,2167,19500,
seq_190_0,17955,152000,9416,43800,1454,30000,1469,16200,1410,16900,2308,21000,
seq_190_1,17955,150300,9470,44000,1454,29000,1466,15600,1514,17300,2290,21500,
seq_190_2,17955,148700,9082,42200,1454,29300,1404,15500,1707,18800,2311,21100,
seq_190_3,17955,151500,8817,40800,1454,30700,1626,17000,1523,18200,2300,20900,
seq_190_4,17955,150100,8870,41200,1454,29400,1484,15300,1517,18300,2323,21200,
seq_190_5,17955,148700,9539,43600,1454,29600,1508,16400,1292,17400,2306,21000,
seq_190_6,17955,146500,9922,46100,1454,29500,1346,15300,1506,18400,2293,20700,
seq_190_7,17955,147300,8601,40000,1454,29800,1534,15900,1455,17400,2304,21000,
seq_190_8,17955,143200,8888,41400,1454,29100,1515,15300,1627,18300,2320,21400,
seq_190_9,17955,148500,10217,47200,1454,30400,1336,14700,1515,17600,2304,21200,
seq_190_10,17955,139800,9273,43200,1454,30000,1377,14600,1422,16400,2316,21100,
seq_190_11,17955,157800,8711,40700,1454,29600,1480,15800,1268,17100,2315,21400,
seq_190_12,17955,150400,9417,43800,1454,29300,1303,14900,1480,17800,2298,20900,
seq_190_13,17955,143400,9363,43300,1454,29900,1506,15800,1558,18100,2327,21000,
seq_190_14,17955,146800,8185,38300,1454,29600,1442,15600,1370,17200,2323,21400,
seq_190_15,17955,150900,9460,43900,1454,30300,1464,15700,1518,17000,2311,21000,
seq_190_16,17955,145000,8963,41700,1454,29200,1605,16500,1339,17400,2313,21600,
seq_190_17,17955,151400,9336,43900,1454,29900,1549,16300,1854,20100,2332,21400,
seq_190_18,17955,152200,8882,40800,1454,29700,1541,16400,1680,19700,2315,21200,
seq_190_19,17955,145700,8786,40800,1454,31100,1503,15200,1478,17900,2317,21300,
seq_190_20,17955,144000,9132,42600,1454,29100,1660,15500,1371,17400,2310,21100,
seq_190_21,17955,145500,10089,46800,1454,29100,1583,16400,1382,17100,2283,21000,
seq_190_22,17955,147000,9224,43000,1454,29600,1538,16100,1365,17200,2312,21200,
seq_190_23,17955,140200,9965,46300,1454,29600,1237,14900,1643,18000,2302,20700,
seq_190_24,17955,141200,8578,40000,1454,29800,1590,16300,1399,16800,2321,21300,
seq_190_25,17955,140800,8986,41900,1454,29700,1503,16300,1653,18700,2300,21100,
seq_190_26,17955,150100,8867,41400,1454,29400,1407,15200,1505,17300,2305,20900,
seq_190_27,17955,139800,8855,41000,1454,29900,1446,16700,1520,18100,2304,20700,
seq_190_28,17955,146100,8883,41200,1454,29300,1583,15700,1509,17800,2289,20900,
seq_190_29,17955,145600,10052,46100,1454,30000,1402,15700,1320,17300,2314,20900,
seq_190_30,17955,139400,9380,43700,1454,29900,1364,15700,1352,18100,2314,21100,
seq_190_31,17955,144200,8787,40700,1454,29400,1512,16000,1431,17800,2288,21300,
seq_190_32,17955,151100,8989,41400,1454,29400,1557,16600,1430,17900,2283,21500,
seq_190_33,17955,154900,8483,39600,1454,29500,1395,16300,1286,17200,2306,21300,
seq_190_34,17955,145200,9373,43700,1454,29500,1244,15400,1482,17800,2293,20800,
seq_190_35,17955,142400,8864,41500,1454,29500,1466,16500,1406,17500,2302,21200,
seq_190_36,17955,144100,8556,40100,1454,29500,1555,15900,1544,18100,2304,21000,
seq_190_37,17955,141500,9024,42000,1454,29800,1505,16100,1356,17600,2307,21600,
seq_190_38,17955,146400,9564,44600,1454,29600,1507,15800,1371,17500,2272,20700,
