SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_90_44,4005,32700,2155,10700,592,18700,555,6900,581,9800,906,7500,
seq_90_45,4005,30500,2161,10600,592,16400,595,6600,547,8800,892,7700,
seq_90_46,4005,33500,2174,10700,592,16100,585,6400,516,9700,892,7500,
seq_90_47,4005,34200,2029,10000,592,16600,589,6900,535,8300,904,7800,
seq_90_48,4005,33100,2123,10400,592,15000,638,7900,504,8500,893,7600,
seq_90_49,4005,32700,2098,10200,592,16400,543,6500,632,10000,900,7800,
seq_90_50,4005,30600,1936,9600,592,15200,511,6200,588,8500,887,7800,
seq_90_51,4005,33300,2013,9900,592,16300,494,6400,486,9200,887,7800,
seq_90_52,4005,32300,1978,9800,592,15900,553,6600,581,9000,900,7900,
seq_90_53,4005,32300,2261,11900,592,17100,556,6700,542,9200,884,8400,
seq_90_54,4005,32000,1983,9800,592,16100,530,6300,591,9000,896,9000,
seq_90_55,4005,34500,2067,10300,592,16900,590,6500,587,10200,889,8200,
seq_90_56,4005,30600,2038,10100,592,16700,613,7200,552,16700,901,8400,
seq_90_57,4005,41200,2295,11200,592,18400,539,6500,499,8900,897,7900,
seq_90_58,4005,32600,2128,10500,592,16700,533,6700,572,9800,894,8000,
seq_90_59,4005,40300,2130,10500,592,16400,519,6200,582,8400,901,7900,
seq_90_60,4005,33100,2005,9900,592,16300,578,6900,575,8600,894,7800,
seq_90_61,4005,34000,1851,9100,592,16300,550,6800,731,8300,900,8100,
seq_90_62,4005,32700,2089,10300,592,15300,522,6700,693,9900,884,7500,
seq_90_63,4005,31600,2272,11100,592,16000,558,6600,572,9200,895,7700,
seq_90_64,4005,30800,2126,10400,592,15100,508,6300,519,8100,894,7900,
seq_90_65,4005,32000,2059,10200,592,16600,630,7000,601,8500,898,7800,
seq_90_66,4005,32700,2161,10600,592,15100,502,6200,490,8200,902,7700,
seq_90_67,4005,32000,2279,11200,592,16200,517,6500,500,10200,910,7700,
seq_90_68,4005,33300,2155,14900,592,15400,559,6800,548,9400,894,8100,
seq_90_69,4005,41300,2020,13900,592,18500,585,6700,585,9600,905,7800,
seq_90_70,4005,33800,1980,9800,592,15000,592,7000,486,8100,892,7700,
seq_90_71,4005,30800,2119,10400,592,16400,559,6700,599,9900,892,7800,
seq_90_72,4005,31700,2072,10300,592,16100,548,6900,684,9100,899,7900,
seq_90_73,4005,34000,2169,10600,592,14900,535,6500,554,8600,894,7800,
seq_90_74,4005,32400,2282,11100,592,17700,658,7000,524,9500,899,7800,
seq_90_75,4005,33000,1925,9600,592,14900,603,6700,642,8900,894,7700,
seq_90_76,4005,31100,2132,10400,592,16400,493,6300,525,9400,904,7800,
seq_90_77,4005,33200,1926,9600,592,15500,597,7000,522,8400,897,7700,
seq_90_78,4005,33800,2240,11000,592,16500,595,6600,670,10300,888,7600,
seq_90_79,4005,32700,2076,10100,592,15000,574,6900,694,9300,909,7600,
seq_90_80,4005,33200,2126,10600,592,19400,604,7000,528,9900,899,8000,
seq_90_81,4005,31700,1850,9300,592,15500,611,7000,545,9000,894,7800,
seq_90_82,4005,34100,2107,10300,592,16500,543,6400,608,10200,891,8200,
seq_90_83,4005,34500,1929,9500,592,15100,651,7100,567,8700,910,8000,
seq_90_84,4005,34000,2373,11500,592,16700,526,6400,808,11100,883,7600,
seq_90_85,4005,30600,1982,9900,592,16700,556,6600,584,9700,903,7600,
seq_90_86,4005,30800,1864,9200,592,15000,548,6400,603,8900,895,7700,
seq_90_87,4005,32800,1801,9000,592,16400,566,6400,579,9300,912,7800,
seq_90_88,4005,33000,2028,10000,592,16500,509,6500,606,9200,891,7800,
seq_90_89,4005,31900,2086,10300,592,16300,582,6800,550,10300,919,8000,
seq_90_90,4005,31800,2123,10500,592,15800,559,6500,619,9400,899,7700,
seq_90_91,4005,31100,2118,10400,592,16800,523,6500,578,8400,891,7800,
seq_90_92,4005,33100,1600,8100,592,16700,493,6400,517,8100,906,7700,
seq_90_93,4005,33700,2014,10000,592,17200,606,6900,526,9600,891,7900,
seq_90_94,4005,30700,2025,10100,592,16300,554,6500,516,8400,896,7800,
seq_90_95,4005,31200,2090,10300,592,16200,651,6900,596,9900,889,8600,
seq_90_96,4005,32500,2238,11000,592,16300,606,7000,547,9300,897,8300,
seq_90_97,4005,32900,2101,10400,592,17200,570,6200,480,8300,897,8200,
seq_90_98,4005,30900,2156,10500,592,16400,526,6500,524,8400,885,8200,
seq_90_99,4005,33200,2031,10000,592,15300,628,6300,631,8800,896,8000,
seq_100_0,4950,38200,2499,12200,672,18000,657,7600,636,10400,1030,9100,
seq_100_1,4950,40100,2491,12200,672,23700,655,7700,638,10200,1026,9100,
seq_100_2,4950,39700,2362,11600,672,17800,700,7500,724,11400,1018,9100,
seq_100_3,4950,40400,2625,12800,672,17900,626,7200,631,9300,1014,8700,
seq_100_4,4950,37500,2513,12100,672,17700,617,7100,607,10600,1026,9300,
seq_100_5,4950,39900,2476,12300,672,20000,619,7700,719,10200,1023,9300,
seq_100_6,4950,41600,2505,12300,672,18000,748,8500,610,10700,1037,9000,
seq_100_7,4950,41400,2696,13100,672,18200,570,7400,679,9600,1022,8700,
seq_100_8,4950,42200,2278,11300,672,17900,597,7200,696,10400,1040,9000,
seq_100_9,4950,37500,2190,10900,672,18900,583,7100,605,9500,1030,8900,
seq_100_10,4950,39900,2608,12700,672,17400,607,7300,640,10800,1045,8800,
seq_100_11,4950,40600,2724,13200,672,18800,829,8400,672,9200,1028,8700,
seq_100_12,4950,40700,2408,11700,672,17500,640,7400,728,10500,1032,8900,
seq_100_13,4950,40500,2428,11900,672,17400,569,6800,575,11900,1048,9100,
seq_100_14,4950,38000,2608,12700,672,17800,618,7300,669,9400,1026,8900,
seq_100_15,4950,41500,2517,12300,672,17400,699,7700,584,11600,1034,8800,
seq_100_16,4950,37800,2642,12800,672,17700,648,7200,633,9700,1026,8900,
seq_100_17,4950,39300,2628,12900,672,25700,696,9600,676,14800,1022,11400,
seq_100_18,4950,51600,2429,18800,672,28200,697,10100,603,15600,1024,10400,
seq_100_19,4950,42800,2665,13100,672,19000,652,7800,562,10200,1045,9200,
seq_100_20,4950,39700,2786,13600,672,18100,694,7500,634,10800,1018,9000,
seq_100_21,4950,39800,2629,12800,672,18300,596,7500,714,10300,1030,8600,
seq_100_22,4950,39300,2549,12300,672,17700,621,7300,662,11100,1021,8700,
seq_100_23,4950,40600,2607,12700,672,19200,588,7500,655,10000,1019,8700,
seq_100_24,4950,41400,2512,12300,672,18000,612,7500,695,10100,1044,9000,
seq_100_25,4950,39700,2649,12900,672,19700,607,7400,626,13400,1025,8800,
seq_100_26,4950,42100,2677,13000,672,17500,624,7200,632,9700,1033,8300,
seq_100_27,4950,38100,2212,10900,672,17500,671,7700,652,11200,1028,8900,
seq_100_28,4950,41400,2529,12400,672,18300,573,7300,701,10400,1036,9000,
seq_100_29,4950,39300,2535,12500,672,17500,666,8000,613,11600,1028,9000,
seq_100_30,4950,38300,2415,11800,672,18700,569,7300,642,11200,1024,8800,
seq_100_31,4950,37600,2134,10800,672,17800,725,7500,629,9000,1037,8900,
seq_100_32,4950,39800,2766,13300,672,17400,702,7700,601,10800,1018,8700,
seq_100_33,4950,42200,2361,11600,672,17400,761,8100,592,9300,1029,8700,
seq_100_34,4950,38900,2593,12600,672,17300,626,7400,646,12800,1029,8500,
seq_100_35,4950,37700,2392,11700,672,18500,726,7800,641,10100,1018,8500,
seq_100_36,4950,39100,2213,10900,672,20100,615,7300,603,12600,1042,8900,
seq_100_37,4950,38900,2582,12500,672,20100,693,7300,660,10200,1027,8500,
seq_100_38,4950,39700,2728,13300,672,20800,628,7400,693,9400,1032,8500,
seq_100_39,4950,40100,2390,11700,672,17200,680,7700,682,10400,1027,9000,
seq_100_40,4950,39100,2450,12100,672,18000,543,7000,591,9700,1025,8900,
seq_100_41,4950,40800,2495,12200,672,18100,625,7500,593,14000,1024,8600,
seq_100_42,4950,41100,2650,12900,672,18100,583,7300,602,9300,1041,8900,
seq_100_43,4950,37600,2592,12600,672,20500,603,7200,698,12500,1040,8700,
seq_100_44,4950,38500,2823,13600,672,19400,640,7400,649,12500,1031,8400,
seq_100_45,4950,38100,2591,12600,672,21000,565,7300,596,11100,1028,8700,
seq_100_46,4950,40600,2524,12300,672,17900,590,7200,724,10100,1021,8900,
seq_100_47,4950,51200,2666,18200,672,22800,613,7100,596,13800,1029,8700,
seq_100_48,4950,39100,2469,12000,672,20200,667,7500,603,9600,1032,8700,
seq_100_49,4950,41300,2125,10600,672,17300,703,7500,577,12000,1034,8600,
seq_100_50,4950,42300,2431,11900,672,23400,695,7900,601,9500,1033,9200,
seq_100_51,4950,40500,2303,11400,672,21500,740,7700,599,9600,1021,8600,
seq_100_52,4950,37800,2558,12500,672,17500,642,7700,679,10600,1033,9200,
seq_100_53,4950,38600,2440,12000,672,17800,706,7600,581,9800,1043,9100,
seq_100_54,4950,45900,2313,11300,672,17200,585,7600,614,10400,1036,8600,
seq_100_55,4950,39000,2437,12900,672,17700,742,8100,730,10300,1032,8900,
seq_100_56,4950,37800,2411,11700,672,17300,630,7200,630,10900,1043,8900,
seq_100_57,4950,41900,2577,12500,672,17200,622,7200,624,10100,1013,8600,
seq_100_58,4950,39800,2547,12400,672,17400,621,7200,664,9300,1019,8700,
seq_100_59,4950,39000,2468,12000,672,17000,688,7600,649,10200,1049,8800,
seq_100_60,4950,40300,2474,12100,672,17600,654,7900,558,9200,1033,8900,
seq_100_61,4950,37800,2476,12100,672,16700,726,8200,716,11000,1018,8600,
seq_100_62,4950,41200,2915,14100,672,16900,591,7200,665,9500,1019,8800,
seq_100_63,4950,36800,2530,12400,672,18000,782,7900,619,10500,1029,8900,
seq_100_64,4950,40700,2544,12500,672,19000,637,7400,717,10500,1037,8700,
seq_100_65,4950,40500,2392,13300,672,22000,656,7500,634,11100,1015,8800,
seq_100_66,4950,39300,2649,12900,672,19600,661,7300,620,10400,1034,8800,
seq_100_67,4950,41200,2932,14100,672,17000,689,7700,601,9300,1018,8400,
seq_100_68,4950,38800,2451,12000,672,2073900,713,8600,714,12300,1011,8800,
seq_100_69,4950,39700,2485,12300,672,21800,766,8600,607,12800,1012,8800,
seq_100_70,4950,39900,2614,12700,672,21400,643,7800,610,13000,1032,9100,
seq_100_71,4950,38500,2453,12000,672,18000,613,7500,670,12400,1038,8600,
seq_100_72,4950,38800,2620,12600,672,22300,674,7500,672,12700,1026,8400,
seq_100_73,4950,41700,2492,12200,672,22900,622,7600,591,12800,1042,8900,
seq_100_74,4950,41900,2766,13700,672,24300,730,8500,609,13700,1015,9100,
seq_100_75,4950,42000,2593,12800,672,22500,621,7400,687,13600,1028,8900,
seq_100_76,4950,40900,2723,13200,672,18100,687,7700,799,11900,1027,8900,
seq_100_77,4950,41500,2390,11700,672,21800,703,7400,608,12300,1027,8600,
seq_100_78,4950,38200,2575,12600,672,19700,619,7700,686,10200,1031,8800,
seq_100_79,4950,42400,2384,11700,672,19400,643,7300,669,12600,1040,8700,
seq_100_80,4950,41200,2659,12900,672,21800,707,7400,639,12200,1025,8600,
seq_100_81,4950,40000,2243,11000,672,21000,636,7500,579,12000,1025,8800,
seq_100_82,4950,39700,2639,12900,672,20000,668,7500,736,9200,1025,8700,
seq_100_83,4950,39000,2611,12800,672,16800,662,7600,651,12800,1022,9200,
seq_100_84,4950,41300,2751,13300,672,16400,633,7700,630,9000,1033,9000,
seq_100_85,4950,40900,2597,12800,672,16000,634,7600,656,9200,1028,8800,
seq_100_86,4950,42200,2540,12500,672,15200,653,7200,587,10600,1028,9200,
seq_100_87,4950,36800,2649,12900,672,15600,728,8100,566,12000,1020,9000,
seq_100_88,4950,40600,2998,14500,672,19800,741,8000,722,9000,1009,8700,
seq_100_89,4950,38400,2359,11600,672,15600,635,7200,714,9500,1036,8800,
seq_100_90,4950,38500,2576,12600,672,14900,702,6900,743,8500,1035,9100,
seq_100_91,4950,40600,2391,11800,672,14800,627,7700,620,8300,1031,8800,
seq_100_92,4950,40500,2923,13900,672,14700,640,7500,608,8500,1015,8700,
seq_100_93,4950,40900,2258,11100,672,14600,689,7400,736,8600,1012,8700,
seq_100_94,4950,38500,2270,11200,672,20500,681,7700,584,9700,1033,8900,
seq_100_95,4950,40400,2568,12400,672,18100,751,8200,589,10400,1032,8900,
seq_100_96,4950,39000,2766,13300,672,18500,726,8100,652,9800,1003,8700,
seq_100_97,4950,42900,2448,12100,672,19900,658,7800,673,11300,1023,8900,
seq_100_98,4950,38000,2735,13400,672,18200,625,7700,680,9900,1015,8900,
seq_100_99,4950,37600,2504,12200,672,17800,622,7500,636,10600,1029,8900,
seq_110_0,5995,47700,3181,14400,752,21900,882,9500,799,12500,1160,9600,
seq_110_1,5995,47400,3030,13800,752,22400,780,8800,669,10700,1165,9600,
seq_110_2,5995,43400,2990,13600,752,22500,670,8200,673,11300,1157,9600,
seq_110_3,5995,45100,3353,15000,752,18900,712,8600,705,11100,1165,9900,
seq_110_4,5995,43900,2762,12600,752,20700,781,8700,741,11000,1172,9600,
seq_110_5,5995,46500,3152,14200,752,19200,672,8200,666,10100,1168,10000,
seq_110_6,5995,47800,2961,13600,752,23800,704,8900,686,14000,1163,10300,
seq_110_7,5995,49100,3099,14000,752,19900,777,8800,826,10400,1166,9700,
seq_110_8,5995,47700,3108,19500,752,27700,679,8100,730,11200,1167,9500,
seq_110_9,5995,46200,3058,14100,752,19000,789,8400,704,12000,1161,9800,
seq_110_10,5995,45500,3216,14500,752,20000,844,9600,700,11400,1148,9800,
seq_110_11,5995,41400,2943,13400,752,19000,699,8600,840,10600,1158,9600,
seq_110_12,5995,47400,3230,14500,752,19900,655,8100,670,10900,1162,9700,
seq_110_13,5995,47500,3371,15200,752,19300,675,8300,737,10000,1155,9600,
seq_110_14,5995,50900,2712,12400,752,20400,784,8500,723,11100,1171,9700,
seq_110_15,5995,43700,2862,13000,752,21600,949,9200,705,9600,1166,9600,
seq_110_16,5995,47500,3419,19000,752,22400,857,8900,786,12200,1154,11800,
seq_110_17,5995,48900,3300,14800,752,18800,758,8800,672,10300,1153,9500,
seq_110_18,5995,45100,3036,13900,752,16400,853,8500,695,8900,1167,9700,
seq_110_19,5995,44400,2985,13700,752,18100,774,8700,709,11600,1145,9900,
seq_110_20,5995,47600,2866,12800,752,23400,715,8000,775,11500,1161,9700,
seq_110_21,5995,42100,2907,13000,752,17900,696,8300,777,10800,1161,9900,
seq_110_22,5995,44300,3081,13700,752,18600,721,8700,825,10700,1134,9500,
seq_110_23,5995,44800,3341,15000,752,19100,901,9200,687,10200,1150,9800,
seq_110_24,5995,43900,2878,13100,752,20700,792,8700,673,11800,1156,9500,
seq_110_25,5995,42800,3136,14200,752,18000,775,8800,667,13400,1171,9900,
seq_110_26,5995,48200,3012,13700,752,21800,736,8200,671,11500,1161,9700,
seq_110_27,5995,45700,3237,14500,752,20200,671,8100,702,11600,1155,9600,
seq_110_28,5995,46300,2753,12500,752,23100,723,8000,661,13200,1160,9300,
seq_110_29,5995,47600,2935,13500,752,22300,739,8400,661,10600,1162,10800,
seq_110_30,5995,45900,2875,13100,752,20300,740,8400,688,11200,1157,9800,
seq_110_31,5995,46600,3553,15800,752,19300,965,9300,708,10100,1154,9600,
seq_110_32,5995,44400,2988,13500,752,19600,722,8100,658,10700,1158,9700,
seq_110_33,5995,44600,3100,14000,752,18900,870,9200,691,11100,1167,9500,
seq_110_34,5995,48800,3274,14700,752,20100,870,9600,653,10900,1147,9500,
seq_110_35,5995,48300,3031,13700,752,18600,630,7800,834,11400,1153,9500,
seq_110_36,5995,47000,2841,13000,752,19800,712,8100,753,11100,1170,9600,
seq_110_37,5995,42800,2892,13100,752,18400,734,8800,647,10900,1165,9700,
seq_110_38,5995,45200,3330,14900,752,18300,755,8700,705,10800,1158,9600,
seq_110_39,5995,48500,3203,14500,752,19700,692,8200,763,11400,1161,9500,
seq_110_40,5995,45900,3128,14100,752,18700,822,8900,682,9900,1159,9600,
seq_110_41,5995,44800,2924,13200,752,19700,736,8600,818,13400,1160,9600,
seq_110_42,5995,54700,3269,20400,752,23400,740,9600,917,13200,1150,12100,
seq_110_43,5995,46100,2981,13600,752,15700,907,9400,710,9000,1162,9500,
seq_110_44,5995,46100,3091,14000,752,18500,680,7900,687,12100,1167,9700,
seq_110_45,5995,44800,2985,13500,752,15300,703,8200,709,9100,1171,9900,
seq_110_46,5995,48900,3345,15100,752,19900,779,8700,661,9900,1139,9800,
seq_110_47,5995,45500,2961,13500,752,17700,708,8400,793,10600,1148,9300,
seq_110_48,5995,45200,3390,15200,752,19800,730,8300,735,8900,1160,9500,
seq_110_49,5995,48200,2994,13500,752,16700,687,7600,761,10500,1151,9400,
seq_110_50,5995,47700,3348,15200,752,18300,799,8700,764,11300,1159,9500,
seq_110_51,5995,45000,3303,14900,752,19300,692,8500,732,10300,1154,9800,
seq_110_52,5995,47200,2987,13500,752,18700,665,8200,826,9900,1163,9400,
seq_110_53,5995,43300,2825,12900,752,18900,720,8500,651,12800,1149,10500,
seq_110_54,5995,46800,2965,13200,752,17400,698,8800,658,10100,1166,12100,
seq_110_55,5995,56700,3133,14100,752,16300,663,8000,747,12100,1161,9600,
seq_110_56,5995,46300,3124,14000,752,20100,772,8100,730,12900,1157,9800,
seq_110_57,5995,44600,2947,13400,752,18800,804,9100,717,9900,1153,9600,
seq_110_58,5995,48400,2911,12900,752,19300,693,8200,810,11600,1172,9700,
seq_110_59,5995,44200,3023,13700,752,18100,725,7900,693,9900,1169,9600,
seq_110_60,5995,55400,3151,14300,752,20200,716,8400,805,11300,1147,9900,
seq_110_61,5995,45500,3615,17300,752,19100,675,8100,699,11200,1166,9700,
seq_110_62,5995,46900,3205,14600,752,20300,689,8300,828,11500,1160,9800,
seq_110_63,5995,47200,2894,13300,752,18700,783,8300,743,11300,1171,9800,
seq_110_64,5995,42500,2976,13400,752,22200,758,8200,881,11500,1170,9600,
seq_110_65,5995,47400,3027,13700,752,18600,718,8900,683,10300,1171,9700,
seq_110_66,5995,42900,2752,12500,752,19400,724,8200,666,11200,1159,9600,
seq_110_67,5995,46100,3080,13900,752,19000,657,8000,658,10000,1157,9500,
seq_110_68,5995,48100,3000,13500,752,19900,709,8200,679,18800,1170,9900,
seq_110_69,5995,45900,2661,12800,752,19200,775,9000,697,11900,1166,10200,
seq_110_70,5995,49900,3279,15800,752,16300,676,8400,760,9500,1155,10000,
seq_110_71,5995,49500,3299,15900,752,18700,686,8600,683,10900,1159,10200,
seq_110_72,5995,46500,3161,15200,752,18200,789,10600,764,11200,1149,12700,
seq_110_73,5995,47800,3182,15400,752,15400,728,8500,642,9200,1148,9800,
seq_110_74,5995,47900,3066,14800,752,15600,771,9000,683,9100,1167,9800,
seq_110_75,5995,48900,3145,15100,752,15700,678,8300,797,9900,1145,10300,
seq_110_76,5995,47800,3066,14500,752,15400,766,9100,722,9200,1163,10100,
seq_110_77,5995,53100,2852,13700,752,16200,798,8400,904,10700,1181,10100,
seq_110_78,5995,45100,3065,14800,752,15700,706,8300,716,9600,1160,9900,
seq_110_79,5995,48500,3019,14700,752,16100,725,8200,783,9600,1153,9800,
seq_110_80,5995,48000,3285,15800,752,16000,703,7900,715,9500,1147,9800,
seq_110_81,5995,48000,3246,15800,752,16200,743,8400,763,9800,1159,10800,
seq_110_82,5995,47500,3069,15000,752,16000,648,8300,737,9700,1160,9900,
seq_110_83,5995,47600,3243,15700,752,15900,764,8800,767,9400,1153,9700,
seq_110_84,5995,47500,3060,21600,752,18200,685,8000,878,10300,1156,9800,
seq_110_85,5995,47000,3242,15700,752,16000,832,9000,665,9000,1171,9800,
seq_110_86,5995,47400,2773,13500,752,15500,730,7800,694,9800,1130,9900,
seq_110_87,5995,50000,3188,15500,752,19800,720,8600,669,9300,1171,10300,
seq_110_88,5995,47900,3091,15000,752,15500,715,8200,710,9500,1159,9700,
seq_110_89,5995,47500,3124,15000,752,15700,672,8000,717,9300,1160,10100,
seq_110_90,5995,44500,2920,14200,752,15600,747,8300,663,9300,1165,10100,
seq_110_91,5995,51100,2857,14000,752,15600,696,8300,693,9300,1173,10200,
seq_110_92,5995,46900,3036,14700,752,16200,716,8000,812,10000,1164,10000,
seq_110_93,5995,51600,3170,15300,752,16100,723,8500,770,9800,1177,10100,
seq_110_94,5995,44300,3422,16500,752,15800,809,9000,697,9000,1134,9700,
seq_110_95,5995,45800,3120,15200,752,15800,722,8000,682,9000,1151,10000,
seq_110_96,5995,45300,2949,14400,752,15800,707,9400,681,10100,1157,12400,
seq_110_97,5995,48200,3292,16000,752,15500,686,8300,699,9400,1153,10700,
seq_110_98,5995,49600,2953,14300,752,15500,741,8600,665,9000,1165,10300,
seq_110_99,5995,44600,2661,13100,752,15400,783,8300,734,9300,1140,10100,
seq_120_0,7140,57000,4155,19800,832,17300,1047,10000,856,10800,1281,11000,
seq_120_1,7140,59800,3827,18300,832,17400,802,9100,877,10600,1291,10900,
seq_120_2,7140,58400,3356,16400,832,17700,972,9600,891,11000,1284,11000,
seq_120_3,7140,58800,3588,17200,832,17500,821,9200,785,10100,1286,10700,
seq_120_4,7140,58300,3403,16500,832,17800,890,11500,911,12300,1295,13700,
seq_120_5,7140,54900,3309,16100,832,17400,953,10100,788,14700,1279,11100,
seq_120_6,7140,54800,3359,16400,832,17100,840,9100,828,10600,1291,10800,
seq_120_7,7140,58700,3820,18300,832,17100,741,8900,770,10000,1276,10800,
seq_120_8,7140,59200,4017,18900,832,17900,809,9300,874,10400,1276,10900,
seq_120_9,7140,56300,3629,17500,832,17300,991,10000,721,9900,1284,10600,
seq_120_10,7140,59700,3485,24600,832,20400,716,10000,720,11500,1288,13900,
seq_120_11,7140,62200,3637,18700,832,17500,797,9400,731,10200,1283,11000,
seq_120_12,7140,62500,3946,18800,832,17400,831,9300,781,10200,1281,10800,
seq_120_13,7140,58000,4013,19200,832,17400,911,9300,792,10400,1299,10900,
seq_120_14,7140,60300,3607,17400,832,17200,760,8800,994,11300,1272,10800,
seq_120_15,7140,57700,3814,18200,832,17100,847,9900,833,10500,1278,10800,
seq_120_16,7140,52000,3463,16700,832,17400,908,9500,788,10200,1310,11300,
seq_120_17,7140,55400,3797,18200,832,17300,678,8800,846,10400,1297,11100,
seq_120_18,7140,59200,3201,15600,832,17000,797,9400,888,10700,1293,11100,
seq_120_19,7140,57200,3760,18000,832,17200,925,9500,927,11100,1276,11500,
seq_120_20,7140,60000,3981,19100,832,17300,798,9200,980,11100,1290,11300,
seq_120_21,7140,71000,3610,25500,832,17600,722,8900,856,10500,1297,11300,
seq_120_22,7140,59600,3109,14800,832,17600,873,9500,917,10400,1303,10900,
seq_120_23,7140,57700,3782,18200,832,17600,756,9000,741,9700,1311,11000,
seq_120_24,7140,54600,4262,20300,832,17500,765,9000,852,10700,1303,11300,
seq_120_25,7140,55600,3408,16500,832,17300,754,9100,967,11300,1308,10700,
seq_120_26,7140,54500,3835,18400,832,17200,829,9100,862,10000,1259,10600,
seq_120_27,7140,57800,3624,17500,832,17000,744,8900,740,10100,1280,10900,
seq_120_28,7140,57300,3395,16400,832,17200,928,10200,795,10000,1306,11000,
seq_120_29,7140,54600,3688,17700,832,17000,929,9700,747,9800,1293,10900,
seq_120_30,7140,60300,3728,17900,832,17300,851,9400,785,10300,1283,10900,
seq_120_31,7140,62300,3864,18400,832,17600,774,9000,753,10400,1283,11100,
seq_120_32,7140,57200,3462,16700,832,17000,804,9500,840,9800,1291,11100,
seq_120_33,7140,68100,3973,19100,832,17500,937,10200,809,10700,1289,11000,
seq_120_34,7140,61400,3620,17500,832,17500,791,9000,1149,12100,1307,11000,
seq_120_35,7140,61700,3716,17900,832,17500,748,8900,881,11300,1292,11200,
seq_120_36,7140,58100,3753,18000,832,16900,757,8900,748,9900,1290,11000,
seq_120_37,7140,58000,3997,19100,832,17500,910,9600,811,10700,1287,11000,
seq_120_38,7140,59200,3629,17400,832,17100,742,8600,861,10500,1292,11000,
seq_120_39,7140,58700,3680,17700,832,17700,810,9600,857,9900,1284,10700,
seq_120_40,7140,58500,3687,17700,832,23300,706,8900,740,10700,1298,11300,
seq_120_41,7140,61700,3569,17300,832,17800,853,9200,815,10100,1291,11100,
seq_120_42,7140,54200,3679,17700,832,17400,795,9100,801,10300,1294,11000,
seq_120_43,7140,50700,3583,17300,832,17100,769,9300,871,11200,1306,11000,
seq_120_44,7140,58100,3635,17400,832,17200,924,9800,901,10200,1291,11300,
seq_120_45,7140,55200,3747,18000,832,17100,730,9100,779,10200,1300,11100,
seq_120_46,7140,52900,3672,17600,832,16900,839,9600,881,10900,1282,10800,
seq_120_47,7140,56700,4325,20500,832,17100,852,8900,814,10200,1276,10900,
seq_120_48,7140,59200,3731,18000,832,17000,728,8800,765,10300,1300,11000,
seq_120_49,7140,53700,3789,18100,832,16900,927,10300,863,10400,1257,11100,
seq_120_50,7140,55700,3636,17600,832,17300,730,9000,844,9900,1276,11300,
seq_120_51,7140,55500,4352,30400,832,17400,737,8800,868,11000,1275,10800,
seq_120_52,7140,54000,3521,17100,832,17100,843,9000,839,10900,1282,11100,
seq_120_53,7140,53400,3589,17300,832,17200,710,8700,850,10400,1292,11200,
seq_120_54,7140,57700,3447,16700,832,17100,1004,9500,748,10000,1285,10900,
seq_120_55,7140,57200,3309,23400,832,20300,780,10200,852,11400,1304,14100,
seq_120_56,7140,58800,3649,17500,832,17300,807,9200,828,10700,1295,11100,
seq_120_57,7140,61700,3596,17400,832,17500,778,9600,870,10600,1308,11100,
seq_120_58,7140,59000,3356,16400,832,17200,835,9200,869,10000,1302,11100,
seq_120_59,7140,57500,3921,18900,832,17500,782,8900,833,10600,1294,11200,
seq_120_60,7140,56700,3475,16800,832,17300,756,9100,786,10300,1290,11100,
seq_120_61,7140,56300,3859,18500,832,17200,826,9000,782,20300,1287,11000,
seq_120_62,7140,56500,3602,17400,832,17000,707,8600,827,10400,1290,10800,
seq_120_63,7140,56700,3670,17600,832,17300,871,9000,839,10400,1282,10900,
seq_120_64,7140,57100,3913,18700,832,17600,833,9500,798,10600,1286,10600,
seq_120_65,7140,54300,3483,16800,832,17500,801,9500,785,9900,1296,11000,
seq_120_66,7140,56600,3610,17300,832,18400,708,8800,725,10100,1298,11100,
seq_120_67,7140,56900,3411,16500,832,16900,769,9300,815,10100,1283,11000,
seq_120_68,7140,60500,3901,18700,832,17400,781,9100,803,10000,1287,11700,
seq_120_69,7140,65200,3725,17900,832,17800,760,9500,791,10900,1304,11200,
seq_120_70,7140,60700,4141,19700,832,17000,781,9100,811,10500,1282,11100,
seq_120_71,7140,58400,3800,18200,832,17200,766,8900,850,10000,1294,11100,
seq_120_72,7140,56700,3945,18800,832,17300,800,8900,716,9900,1299,11100,
seq_120_73,7140,59200,3709,17800,832,17700,808,8800,908,10400,1292,10800,
seq_120_74,7140,60900,3998,19100,832,18900,742,9300,791,10000,1274,11100,
seq_120_75,7140,56800,3798,18200,832,17000,777,9300,824,10400,1279,10800,
seq_120_76,7140,61200,3894,18600,832,17400,779,9400,868,10400,1295,10800,
seq_120_77,7140,57900,3909,18600,832,17200,872,9500,796,10300,1295,10800,
seq_120_78,7140,56500,3613,17200,832,17200,750,9100,749,10100,1294,10600,
seq_120_79,7140,54600,3747,17900,832,17300,767,9200,723,9900,1279,10700,
seq_120_80,7140,57100,3528,17000,832,18000,791,8700,722,10100,1284,11000,
seq_120_81,7140,58900,3952,18800,832,16900,801,9500,810,10600,1303,10900,
seq_120_82,7140,63900,3606,17300,832,17300,789,9300,781,10000,1314,11400,
