SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_40_62,780,22300,450,9900,161,6700,164,5600,178,6300,302,13800,
seq_40_63,780,21100,371,8400,169,5300,190,7200,168,7100,303,12600,
seq_40_64,780,21800,400,8800,162,6700,171,6600,200,8900,308,12400,
seq_40_65,780,22400,428,9400,167,7600,165,6700,183,6400,320,14400,
seq_40_66,780,22800,462,10100,162,5500,207,13200,188,7100,297,12800,
seq_40_67,780,31400,494,14200,164,10600,173,3400,205,8900,291,14000,
seq_40_68,780,57600,436,9700,169,6600,174,2800,179,6400,310,14600,
seq_40_69,780,23600,507,11000,167,5400,184,4800,176,10600,302,17200,
seq_40_70,780,31100,346,12300,158,11000,228,4900,187,14600,298,28700,
seq_40_71,780,30900,371,10200,165,12500,195,4200,192,12100,307,19600,
seq_40_72,780,22600,454,10100,163,6900,203,4100,221,10100,306,22800,
seq_40_73,780,22100,417,9200,162,7000,160,2600,198,8800,304,24100,
seq_40_74,780,23300,466,10200,167,7900,172,2700,245,8900,294,16900,
seq_40_75,780,21700,391,8800,162,7800,196,5000,195,7400,311,11400,
seq_40_76,780,24100,518,11300,164,6600,185,2700,264,8800,303,11100,
seq_40_77,780,21800,422,9400,163,9700,189,2800,189,6000,304,11100,
seq_40_78,780,57100,450,10000,165,6700,171,2700,177,7200,317,11300,
seq_40_79,780,21800,412,9100,168,11500,180,2800,182,6600,310,12300,
seq_40_80,780,22200,427,9300,165,7400,201,2800,185,6600,321,11100,
seq_40_81,780,22400,420,9700,164,8400,193,2600,165,8400,314,14400,
seq_40_82,780,23900,471,10400,166,10600,183,4800,181,7600,299,11900,
seq_40_83,780,23300,488,10600,162,7000,240,3100,189,6400,303,11200,
seq_40_84,780,22800,427,9400,168,7300,186,3600,173,6900,302,10900,
seq_40_85,780,21600,398,8900,165,7100,181,2900,167,6800,308,11200,
seq_40_86,780,24900,433,10400,159,9200,182,3800,201,17800,300,13800,
seq_40_87,780,23300,492,10800,162,8400,228,4100,192,3200,294,11000,
seq_40_88,780,84200,371,29100,170,11400,271,4300,170,4300,309,26700,
seq_40_89,780,35300,398,15200,161,11400,237,3400,208,4500,316,12700,
seq_40_90,780,35800,434,13500,165,11100,204,4300,252,5200,307,12200,
seq_40_91,780,23600,464,10100,166,7100,239,2900,197,2900,302,9500,
seq_40_92,780,7500,384,8400,160,6700,221,2800,186,2600,307,9100,
seq_40_93,780,7300,430,9300,163,6900,160,2600,211,3300,314,8900,
seq_40_94,780,7900,371,8300,167,6600,171,2600,174,2700,313,11900,
seq_40_95,780,6800,445,9800,171,5300,191,2400,167,2600,309,8700,
seq_40_96,780,6700,400,8700,169,7600,223,2900,177,4500,305,8900,
seq_40_97,780,6900,424,9200,169,10700,173,2500,169,2600,304,11800,
seq_40_98,780,7300,386,9300,164,7000,186,2800,178,3100,313,8900,
seq_40_99,780,6900,545,11700,162,6800,187,2700,178,4900,300,8900,
seq_50_0,1225,10300,658,14100,217,8700,233,4700,231,4000,407,11100,
seq_50_1,1225,10100,666,14300,220,8100,262,5700,242,6700,417,19600,
seq_50_2,1225,11200,684,14600,225,9000,261,3600,269,5200,427,15800,
seq_50_3,1225,10400,655,14000,220,8800,286,3700,249,3700,415,12600,
seq_50_4,1225,11000,600,13100,214,10100,263,3700,248,3600,420,13000,
seq_50_5,1225,10300,607,97500,231,11600,252,4500,226,4600,421,15700,
seq_50_6,1225,10500,558,12300,222,8400,225,9800,243,3900,422,12800,
seq_50_7,1225,10700,738,15700,222,7800,287,4800,241,3800,412,11300,
seq_50_8,1225,16800,683,14600,216,12200,229,3400,258,3600,420,11400,
seq_50_9,1225,10700,632,13500,226,7500,256,3500,274,5100,413,11500,
seq_50_10,1225,9500,686,14600,224,8900,224,3200,256,3500,412,11200,
seq_50_11,1225,10300,676,14300,225,9300,227,3400,236,3800,421,19000,
seq_50_12,1225,9900,598,13100,223,11300,262,3700,300,4200,419,13600,
seq_50_13,1225,9900,724,15300,222,8300,223,3400,220,3600,403,15200,
seq_50_14,1225,11100,655,13900,219,8000,312,4800,223,3600,417,11500,
seq_50_15,1225,9800,628,13500,222,8700,282,3400,292,3700,413,11700,
seq_50_16,1225,10100,594,12700,231,7400,298,5100,281,5400,411,11600,
seq_50_17,1225,10200,719,15200,217,8800,233,3200,269,3900,400,11200,
seq_50_18,1225,10200,700,117600,220,9200,247,3300,239,3800,416,12900,
seq_50_19,1225,11300,693,15700,221,11200,256,4200,236,4300,417,14600,
seq_50_20,1225,9700,669,14200,218,8100,250,3300,272,4000,403,11400,
seq_50_21,1225,10800,666,14200,228,8600,251,5100,262,3900,415,11700,
seq_50_22,1225,11600,656,13900,225,7900,233,3300,259,3700,414,11300,
seq_50_23,1225,10000,663,14300,219,7900,255,3500,234,5400,415,11400,
seq_50_24,1225,9900,694,14600,214,10800,256,3400,253,3600,416,11100,
seq_50_25,1225,11000,622,13300,222,10100,250,3600,304,3900,413,13400,
seq_50_26,1225,9800,695,14800,223,10300,256,3700,238,3500,404,13500,
seq_50_27,1225,11500,570,12500,214,9500,290,3900,276,3900,428,12900,
seq_50_28,1225,10700,537,11800,223,8400,261,5000,222,3800,413,11800,
seq_50_29,1225,10300,449,9900,221,7600,329,5000,288,3900,416,11500,
seq_50_30,1225,10200,654,37100,223,8600,236,3200,258,3800,424,11500,
seq_50_31,1225,12000,616,15300,219,11700,270,6400,229,9300,415,15800,
seq_50_32,1225,10100,633,13600,227,10400,255,3600,278,4100,420,11200,
seq_50_33,1225,10800,629,3800,218,10100,279,3800,258,4000,422,14300,
seq_50_34,1225,10300,687,3500,225,9700,292,3700,231,3700,418,12800,
seq_50_35,1225,10700,657,3400,223,7800,242,3500,240,3300,416,11700,
seq_50_36,1225,10500,639,3300,228,7700,280,4800,257,3900,418,11300,
seq_50_37,1225,10600,618,3200,223,12200,240,3400,278,4000,422,11200,
seq_50_38,1225,10300,604,3300,218,14500,244,3300,273,7300,419,11100,
seq_50_39,1225,10300,645,3300,223,8700,265,3200,255,3600,415,11000,
seq_50_40,1225,10300,691,3500,220,9300,242,3300,233,3600,421,12700,
seq_50_41,1225,9400,744,3800,227,8900,369,3900,256,3600,408,12900,
seq_50_42,1225,11200,637,3300,227,7900,243,3600,257,3600,420,11300,
seq_50_43,1225,9900,577,3100,220,8300,235,4500,256,4000,417,11000,
seq_50_44,1225,10300,692,3700,225,7600,303,3400,255,3800,418,11100,
seq_50_45,1225,9700,759,3800,219,7500,243,3100,296,4600,401,11100,
seq_50_46,1225,9500,708,3600,230,8600,229,5600,259,4100,415,11300,
seq_50_47,1225,10500,630,3200,224,8700,235,3300,241,3400,410,12200,
seq_50_48,1225,10000,729,3700,225,11600,253,3400,280,3900,420,12500,
seq_50_49,1225,10800,648,3500,213,9700,256,3400,234,3800,420,12800,
seq_50_50,1225,10500,682,4600,222,8000,277,3600,246,3600,412,12200,
seq_50_51,1225,11200,652,3500,222,7700,246,5100,247,3700,416,11300,
seq_50_52,1225,11300,644,4300,220,12100,231,4000,295,4300,412,12200,
seq_50_53,1225,9900,743,3700,219,7400,244,3300,298,5200,401,11300,
seq_50_54,1225,10100,698,3600,225,9700,264,3600,229,5700,408,11200,
seq_50_55,1225,10500,664,3500,218,8800,255,3200,311,3800,428,12700,
seq_50_56,1225,9900,693,3500,217,9700,225,3200,262,4000,405,12100,
seq_50_57,1225,10100,662,3400,224,7700,291,3600,239,3500,414,12300,
seq_50_58,1225,10600,706,3500,226,7500,274,4600,222,3700,408,11200,
seq_50_59,1225,10000,614,3100,222,7300,252,3700,253,3500,419,11100,
seq_50_60,1225,10400,768,3800,224,7500,233,3100,228,4900,425,11600,
seq_50_61,1225,10700,621,3200,224,9000,253,4700,303,4300,416,11000,
seq_50_62,1225,9800,662,3400,218,10400,317,4000,215,3500,408,12400,
seq_50_63,1225,10200,810,4000,227,10600,257,3200,371,4200,414,12700,
seq_50_64,1225,12200,703,4600,225,13200,251,4000,276,4000,417,13000,
seq_50_65,1225,9500,684,3500,225,7500,249,4300,272,3800,409,10900,
seq_50_66,1225,13100,803,5400,222,10600,335,5400,241,5500,409,14300,
seq_50_67,1225,14400,745,5400,223,11400,242,4700,275,6500,413,15000,
seq_50_68,1225,13400,685,5000,224,12600,259,4000,243,5100,413,14600,
seq_50_69,1225,14400,616,5300,222,16300,264,5000,263,5300,427,14400,
seq_50_70,1225,15600,714,4800,226,17400,230,3900,236,4200,394,18400,
seq_50_71,1225,9900,683,3600,223,14800,238,3400,276,3800,403,14900,
seq_50_72,1225,13800,482,4400,222,22500,240,4800,302,5400,423,20500,
seq_50_73,1225,12400,559,4300,229,12900,290,6800,251,5100,416,14900,
seq_50_74,1225,13100,696,5100,225,12800,229,6300,242,5200,417,15300,
seq_50_75,1225,13500,719,5600,220,12300,236,4800,315,9100,410,15000,
seq_50_76,1225,14300,622,4800,224,14300,278,4900,244,7100,426,15000,
seq_50_77,1225,12500,683,4800,216,14300,232,6700,240,5300,408,16500,
seq_50_78,1225,9400,643,3300,224,8900,260,3600,253,3700,418,14100,
seq_50_79,1225,10100,570,3000,222,7600,231,3200,238,3500,422,12600,
seq_50_80,1225,10100,739,3800,219,7600,236,4200,301,4400,403,10900,
seq_50_81,1225,9900,695,3600,220,8700,243,3200,244,3500,413,11100,
seq_50_82,1225,10000,653,3400,226,7000,238,3000,289,5300,410,12400,
seq_50_83,1225,9800,706,3600,222,9700,249,3400,244,3800,421,11200,
seq_50_84,1225,9800,578,3000,213,8700,240,3200,234,3900,415,12600,
seq_50_85,1225,10800,586,3100,232,8800,234,3300,261,3500,423,12400,
seq_50_86,1225,9600,643,3300,229,7800,262,3500,247,5000,419,11100,
seq_50_87,1225,11800,625,4000,218,8500,254,5700,273,4500,414,12200,
seq_50_88,1225,10100,604,3200,220,7600,304,3600,239,3700,414,11300,
seq_50_89,1225,10400,692,3500,226,7600,253,3600,235,4700,408,11100,
seq_50_90,1225,9400,636,3300,220,12900,255,3400,230,4500,410,11300,
seq_50_91,1225,9900,745,3700,220,9400,254,3200,277,3600,403,11100,
seq_50_92,1225,9600,559,3000,223,9000,246,6900,275,4300,414,14600,
seq_50_93,1225,10000,615,3200,227,8500,235,3400,321,4100,418,15000,
seq_50_94,1225,11600,765,4000,219,8600,240,4500,237,3800,412,11400,
seq_50_95,1225,9800,636,3300,220,7300,224,3200,249,3500,420,11100,
seq_50_96,1225,10100,618,3300,222,7300,244,3300,233,5500,419,11300,
seq_50_97,1225,9900,653,3400,223,9100,235,3400,228,4700,420,11100,
seq_50_98,1225,10500,720,3500,223,8400,229,3300,224,3400,405,11100,
seq_50_99,1225,10500,665,3400,223,9000,316,3700,283,3800,412,12300,
seq_60_0,1770,13800,879,4400,280,12000,331,6100,326,5600,525,15800,
seq_60_1,1770,13900,882,4500,280,11300,364,5600,324,4100,530,13800,
seq_60_2,1770,14900,914,4500,278,9500,382,4500,386,5700,513,13400,
seq_60_3,1770,14400,980,6200,281,16000,394,5100,311,8300,522,14500,
seq_60_4,1770,16900,801,4200,278,13600,364,4400,332,4600,529,15100,
seq_60_5,1770,13900,913,4500,279,8500,321,3900,314,4400,520,14400,
seq_60_6,1770,13900,931,4600,283,9400,320,6900,317,5100,523,14400,
seq_60_7,1770,13600,1037,5000,284,9900,311,4900,330,4400,529,13500,
seq_60_8,1770,15400,920,5800,284,9800,308,3900,315,5800,520,13700,
seq_60_9,1770,14200,831,4200,279,9400,328,4000,344,5700,532,13900,
seq_60_10,1770,17400,943,6300,279,12400,308,5800,313,6500,520,17300,
seq_60_11,1770,13200,935,4600,285,9500,306,4200,313,4600,515,15800,
seq_60_12,1770,13400,875,4400,281,8100,340,4200,336,4200,522,15100,
seq_60_13,1770,13600,1084,5200,283,9100,333,5100,367,4700,520,13300,
seq_60_14,1770,14600,972,4800,281,10100,323,4100,364,5000,540,14000,
seq_60_15,1770,14300,831,4300,278,10000,341,4100,321,5100,525,14400,
seq_60_16,1770,14300,1008,5500,289,10500,303,4400,293,5100,528,13900,
seq_60_17,1770,16700,943,5100,276,10100,297,4200,314,6700,525,13700,
seq_60_18,1770,14500,1017,5300,282,9800,332,4500,315,5700,525,13800,
seq_60_19,1770,13900,917,4900,282,9700,373,5400,358,4900,530,14500,
seq_60_20,1770,14100,946,5000,281,8900,399,5000,308,4700,525,14600,
seq_60_21,1770,14100,921,4900,280,10400,310,5200,322,4900,537,13600,
seq_60_22,1770,14600,882,4600,283,9600,308,4300,341,4800,529,13700,
seq_60_23,1770,16200,889,4700,279,10200,340,4800,290,8300,524,13800,
seq_60_24,1770,14700,1111,5700,276,9700,321,4400,330,4700,536,13800,
seq_60_25,1770,16900,917,4900,278,9800,415,5100,338,4900,516,14500,
seq_60_26,1770,14500,891,6100,281,10400,303,4800,351,5600,526,15400,
seq_60_27,1770,15300,984,6200,288,10800,311,5400,332,4700,525,13900,
seq_60_28,1770,15600,886,4700,284,9600,296,4100,332,4700,530,13600,
seq_60_29,1770,14900,957,5000,281,9500,343,5200,296,6300,523,13700,
seq_60_30,1770,15000,1084,5600,283,9800,337,4300,371,4700,522,13800,
seq_60_31,1770,15400,976,5100,275,8600,351,4700,366,7800,538,15100,
seq_60_32,1770,14700,947,5000,277,10100,295,6000,361,4900,527,14800,
seq_60_33,1770,16700,868,4800,282,10800,399,6100,406,8800,531,14500,
seq_60_34,1770,15600,888,4800,282,10500,333,4300,341,5000,529,13800,
seq_60_35,1770,16300,1017,5300,276,9700,301,4300,305,5200,520,45800,
seq_60_36,1770,15900,1032,5400,288,10300,317,4300,317,6100,521,13600,
seq_60_37,1770,15400,858,4500,281,9600,342,4400,282,4400,527,14900,
seq_60_38,1770,14800,924,4900,277,8400,315,4300,316,4800,533,15100,
seq_60_39,1770,14900,947,4900,277,10100,391,5500,320,4900,528,15700,
seq_60_40,1770,15200,968,5100,277,15400,350,7400,344,4700,532,13900,
seq_60_41,1770,15600,966,5100,283,14200,366,4400,360,8100,528,13600,
seq_60_42,1770,15200,953,5100,281,10600,389,4400,356,6400,530,13700,
seq_60_43,1770,16300,1041,5400,287,9800,311,4400,323,4800,522,14900,
seq_60_44,1770,15000,950,5100,283,9000,342,5700,316,5400,533,16800,
seq_60_45,1770,14700,1024,5300,280,9900,315,5600,349,5100,518,17200,
seq_60_46,1770,15300,1008,5400,280,9500,332,5400,320,4600,522,13300,
seq_60_47,1770,15000,1032,5300,276,10300,313,4400,344,6100,529,13700,
seq_60_48,1770,15700,860,4600,282,9500,379,5000,329,5800,520,13900,
seq_60_49,1770,15700,929,4900,282,10200,339,4000,388,5200,520,14000,
seq_60_50,1770,15900,902,4800,282,9400,299,4200,319,4500,528,14500,
seq_60_51,1770,15400,1060,5500,280,9500,328,8200,329,4900,525,14300,
seq_60_52,1770,14700,907,4900,283,9800,301,5400,282,4400,520,14800,
seq_60_53,1770,14200,972,5200,284,9900,320,4400,329,4800,529,13600,
seq_60_54,1770,15500,1031,6800,280,11900,290,4600,319,6600,533,14600,
seq_60_55,1770,15100,1062,5500,288,10600,355,4600,378,5600,529,13400,
seq_60_56,1770,14900,965,5100,282,15100,357,4300,313,4600,519,15900,
seq_60_57,1770,15600,926,4900,279,12000,326,5300,354,5200,527,16600,
seq_60_58,1770,15600,855,4600,281,9600,327,5200,342,5000,527,14500,
seq_60_59,1770,14700,885,4700,282,10000,393,4900,307,4500,530,13400,
seq_60_60,1770,15100,1027,5400,277,9800,290,4100,301,5900,535,15600,
seq_60_61,1770,14400,974,5100,281,10100,336,4500,340,5000,529,13500,
seq_60_62,1770,16600,896,4700,283,9400,312,4500,370,4700,530,15000,
seq_60_63,1770,16100,982,5200,288,8500,358,4400,273,4400,523,14900,
seq_60_64,1770,15600,996,5200,284,10200,365,5400,298,4600,522,13500,
seq_60_65,1770,15100,926,4900,288,9500,362,4600,316,4300,536,13300,
seq_60_66,1770,15100,1009,5300,283,9900,331,4100,325,5800,517,15100,
seq_60_67,1770,14800,916,4900,284,9900,304,4300,287,5500,523,13500,
seq_60_68,1770,15400,945,5000,277,9600,319,4400,348,5000,525,14600,
seq_60_69,1770,15300,910,4800,285,9500,335,4600,302,5900,526,13700,
seq_60_70,1770,17400,964,5000,281,8700,300,5200,356,5500,526,21000,
seq_60_71,1770,14500,1008,5300,279,10100,299,5400,329,4500,518,14700,
seq_60_72,1770,14300,830,4500,284,10100,345,5700,340,4800,521,13400,
seq_60_73,1770,14600,997,5200,283,9500,325,4600,420,5800,508,13300,
seq_60_74,1770,13700,823,4400,283,9700,395,4600,303,4500,522,14000,
seq_60_75,1770,15300,822,4400,283,9300,325,4300,288,4500,538,14700,
seq_60_76,1770,14900,873,4700,279,8200,347,4700,318,4600,530,15000,
seq_60_77,1770,14800,1111,5700,268,10900,339,8300,311,4600,522,13000,
seq_60_78,1770,14100,890,4700,284,10100,299,3900,336,4800,524,13300,
seq_60_79,1770,15400,886,4800,284,9300,310,4200,304,5900,526,13400,
seq_60_80,1770,14400,800,4300,281,9300,361,4700,334,7300,533,13700,
seq_60_81,1770,14800,885,4700,285,9800,300,4200,317,4800,516,14400,
seq_60_82,1770,14100,929,4900,274,8300,325,6400,381,5000,518,14300,
seq_60_83,1770,14900,879,4600,282,10200,398,5200,325,4600,534,14400,
seq_60_84,1770,14400,883,4700,283,9600,334,5400,301,4400,529,13300,
seq_60_85,1770,15700,998,5200,283,10200,333,4200,335,5800,516,13300,
seq_60_86,1770,14600,950,5000,279,10200,311,4400,340,6000,528,13100,
seq_60_87,1770,15300,1002,5300,278,13700,318,4600,307,5800,531,13400,
seq_60_88,1770,15600,873,4700,282,9200,376,4700,315,4300,536,14200,
seq_60_89,1770,14500,1055,5500,277,8000,337,4400,306,4500,519,14200,
seq_60_90,1770,14100,1093,5700,282,11000,328,5100,434,4800,519,13400,
seq_60_91,1770,15000,873,4700,286,9100,335,4300,310,4300,523,13500,
seq_60_92,1770,16300,985,5100,284,9900,319,3900,325,5900,518,13900,
seq_60_93,1770,16100,972,5100,289,9000,340,4300,299,4600,532,13500,
seq_60_94,1770,14100,975,5000,283,10200,326,4500,328,4600,528,14400,
seq_60_95,1770,16300,958,5000,285,10900,281,34300,314,8700,527,18400,
seq_60_96,1770,16500,902,4800,288,10400,329,8000,384,5300,519,14700,
seq_60_97,1770,15900,1083,5600,284,15400,323,4300,324,4600,524,17100,
seq_60_98,1770,15700,1076,5500,280,15200,279,4100,329,7800,531,13600,
seq_60_99,1770,15700,1046,5400,282,10300,300,4100,338,4700,524,14600,
seq_70_0,2415,19600,1228,6400,346,12000,399,5200,435,5500,647,16000,
seq_70_1,2415,26700,1168,8900,346,16300,399,7500,366,9300,650,20100,
seq_70_2,2415,27600,1258,9700,341,17600,400,7900,336,7400,645,20100,
seq_70_3,2415,26800,1397,10600,346,17500,392,7300,410,7500,633,22800,
seq_70_4,2415,28000,1396,12300,347,16100,385,6500,381,7400,639,19600,
seq_70_5,2415,27100,1368,10400,339,15900,355,6300,343,7400,647,19900,
seq_70_6,2415,24500,1159,8900,344,17200,365,6700,387,11500,647,20100,
seq_70_7,2415,27200,1169,8900,335,18800,416,7000,436,7900,653,23200,
seq_70_8,2415,30400,1307,10000,342,17000,398,7300,430,8400,646,22200,
seq_70_9,2415,27400,1198,9500,340,15700,378,6900,380,7900,640,21600,
seq_70_10,2415,28600,1034,8200,339,18200,401,7100,447,9600,650,20100,
seq_70_11,2415,27100,1199,9200,343,17200,366,6300,472,8600,637,20000,
seq_70_12,2415,27100,1133,8300,338,16600,402,7300,345,7000,667,21000,
seq_70_13,2415,26700,1362,9400,348,14700,434,7000,455,7300,641,19100,
seq_70_14,2415,26500,1130,9200,338,21100,423,7300,359,9100,647,19800,
seq_70_15,2415,27600,1248,9600,340,24600,358,6500,391,7400,641,20800,
seq_70_16,2415,28400,1130,8900,351,33900,399,8300,356,7900,651,20500,
seq_70_17,2415,21700,1314,7200,341,12300,409,5900,403,10900,655,16600,
seq_70_18,2415,20800,1262,6500,335,13300,385,5100,473,6000,639,16200,
seq_70_19,2415,148400,1448,7500,345,14400,358,5300,357,6000,648,18600,
seq_70_20,2415,19200,1170,6100,347,13000,383,5300,382,5700,644,16300,
seq_70_21,2415,20800,1235,6300,336,16500,354,5100,418,5400,643,16300,
seq_70_22,2415,21600,1172,6100,349,14000,384,5300,437,9400,644,16100,
seq_70_23,2415,20100,1268,6500,341,19300,405,5100,337,5200,652,18700,
seq_70_24,2415,22700,1230,6500,342,16300,382,6100,349,6400,651,21200,
seq_70_25,2415,21800,1177,6200,351,11700,387,5500,363,7200,645,16800,
seq_70_26,2415,20200,1463,12400,348,14800,406,5300,373,6800,642,17300,
seq_70_27,2415,19700,1124,6000,344,12600,434,5700,471,6400,650,17700,
seq_70_28,2415,19600,1214,6300,337,10900,421,5100,392,5500,654,16700,
seq_70_29,2415,21000,1256,6700,350,10900,463,5400,383,9200,656,16700,
seq_70_30,2415,20700,1242,6600,343,12200,369,5000,399,5900,650,16200,
seq_70_31,2415,20700,1413,7200,347,12800,344,4700,425,5900,634,17100,
seq_70_32,2415,21000,1333,6700,342,11100,367,4900,476,6000,632,15900,
seq_70_33,2415,20600,1322,6800,345,11500,393,5400,440,7200,648,15800,
seq_70_34,2415,21600,1362,7000,343,12500,405,5200,393,5400,642,16100,
seq_70_35,2415,21500,1397,7000,346,12400,454,5600,376,5300,645,17900,
seq_70_36,2415,21600,1189,6200,349,11200,455,5700,377,5300,658,23000,
seq_70_37,2415,19700,1367,7000,352,10900,408,5100,492,5700,644,16200,
seq_70_38,2415,20300,1184,6100,341,10700,397,5200,417,6700,650,15700,
seq_70_39,2415,30200,1224,10900,333,22800,367,8100,471,13100,649,23600,
seq_70_40,2415,29200,1391,12000,341,18600,380,7800,513,9100,633,22100,
seq_70_41,2415,29200,1209,10300,342,17100,373,7300,413,7000,636,20900,
seq_70_42,2415,29500,1167,10900,343,17500,367,6600,413,9000,645,20300,
seq_70_43,2415,37700,1294,9100,343,20300,378,8700,387,7300,638,22300,
seq_70_44,2415,26500,1339,10200,345,22100,405,6900,343,6900,651,22900,
seq_70_45,2415,27200,1421,10900,346,17900,385,7200,390,8600,646,22000,
seq_70_46,2415,21000,1221,6500,340,12900,404,5100,367,7300,645,17200,
seq_70_47,2415,20300,1219,6400,341,12500,432,5800,426,5300,645,17100,
seq_70_48,2415,27100,1074,8800,346,20400,378,9000,444,9200,653,24000,
seq_70_49,2415,29000,1284,9800,347,16100,373,7000,434,7800,648,20200,
seq_70_50,2415,27800,1251,9400,341,18200,488,7900,384,13200,660,19600,
seq_70_51,2415,26500,1147,8800,345,18500,392,6900,394,7600,646,21700,
seq_70_52,2415,28900,1331,10200,344,23100,491,7800,410,7800,637,21300,
seq_70_53,2415,28600,1259,9700,348,15900,359,6200,449,7700,647,19700,
seq_70_54,2415,28300,1273,9700,341,16500,399,7500,360,8700,647,19900,
seq_70_55,2415,26600,1273,9600,349,23600,358,6500,393,7500,645,19900,
seq_70_56,2415,28700,1417,10600,337,24900,399,6800,396,7700,631,23000,
seq_70_57,2415,28400,1404,10600,341,18300,386,7000,472,8900,639,30500,
seq_70_58,2415,28000,1234,9300,340,16100,450,7500,369,7800,627,19400,
seq_70_59,2415,27700,1432,10600,338,16000,411,7000,383,9800,647,19800,
seq_70_60,2415,26600,1006,8000,340,17300,416,6700,386,7400,660,20100,
seq_70_61,2415,29500,1410,10400,345,17600,386,7100,356,10100,648,21000,
seq_70_62,2415,29500,1458,10800,342,16100,371,7200,430,7800,626,19500,
seq_70_63,2415,27400,1323,9800,335,15500,390,8600,471,10000,633,19200,
seq_70_64,2415,26100,1142,8600,340,17500,362,6200,389,7300,642,19900,
seq_70_65,2415,27700,1170,8900,334,18000,441,7900,472,7700,649,20800,
seq_70_66,2415,26100,1099,8600,345,16500,373,6700,370,7700,664,20300,
seq_70_67,2415,27800,1477,11200,353,15200,408,7100,402,10000,643,20400,
seq_70_68,2415,28700,1305,10500,350,19100,394,6700,359,7500,646,20200,
seq_70_69,2415,27800,1138,9200,343,18800,519,8500,376,7900,654,22400,
seq_70_70,2415,28500,1415,10400,347,16400,410,7100,385,8000,647,21300,
seq_70_71,2415,27600,1329,10500,344,15800,400,6800,420,9200,635,21100,
seq_70_72,2415,27800,1225,11000,345,19100,398,7500,368,13300,649,21200,
seq_70_73,2415,25800,1250,9700,342,18100,413,7500,421,7900,636,22200,
seq_70_74,2415,27900,1311,10100,343,18600,428,7300,423,7800,653,21600,
seq_70_75,2415,27700,1457,11000,342,15900,404,7500,434,7900,643,20000,
seq_70_76,2415,28000,1101,8500,335,17600,367,6900,386,9400,653,19600,
seq_70_77,2415,28000,1335,9900,344,17900,409,7100,430,7300,644,21000,
seq_70_78,2415,25000,1127,8600,346,17000,431,7400,361,6900,652,21600,
seq_70_79,2415,26600,1104,8500,341,15900,496,7400,439,8200,651,19300,
seq_70_80,2415,27800,1324,9900,345,17100,402,6500,371,8600,646,19300,
seq_70_81,2415,30100,1396,10400,346,17600,426,7100,392,32500,638,21700,
seq_70_82,2415,28400,1310,10000,344,16000,369,6600,375,11600,639,19800,
seq_70_83,2415,27000,1203,9200,340,17200,419,7700,438,7100,646,21300,
seq_70_84,2415,27800,1039,10300,342,15800,394,6900,442,7600,647,19600,
seq_70_85,2415,27400,1265,9500,346,17200,360,6400,375,6800,651,19900,
seq_70_86,2415,27700,1330,9900,343,16100,394,6700,449,7500,651,19600,
seq_70_87,2415,26700,1282,9600,351,27200,390,6200,398,7200,648,19200,
seq_70_88,2415,27700,1327,10000,344,20700,410,6600,370,6900,650,21600,
seq_70_89,2415,28600,1155,8900,353,19300,357,6500,430,7300,644,20300,
seq_70_90,2415,29700,1211,9400,335,16300,373,6500,439,7200,657,23500,
seq_70_91,2415,27700,1244,9400,346,18800,405,7300,415,7100,647,19200,
seq_70_92,2415,26900,1160,9100,340,16100,430,7000,374,6800,646,21400,
seq_70_93,2415,28000,1123,8500,347,16700,451,7600,367,7200,641,19700,
seq_70_94,2415,29200,1471,10900,350,17800,483,7800,382,7100,645,22100,
seq_70_95,2415,28500,1367,10400,343,18400,462,7800,464,7400,636,20800,
seq_70_96,2415,26500,1235,9500,344,17500,444,7300,362,7600,660,23100,
seq_70_97,2415,29400,1355,9400,352,14900,396,6300,408,7200,647,19500,
seq_70_98,2415,27500,1402,12800,343,18600,494,7200,344,7200,648,21800,
seq_70_99,2415,28900,1270,10100,339,16300,374,7100,376,7200,647,20000,
seq_80_0,3160,34700,1670,11900,405,19800,480,8000,465,7800,767,22700,
seq_80_1,3160,36500,1661,11500,405,18600,440,7500,458,8000,766,25100,
seq_80_2,3160,34100,1859,12900,400,19800,506,8000,510,7900,768,22600,
seq_80_3,3160,35100,1679,11500,403,18500,497,8000,430,7600,775,24800,
seq_80_4,3160,33500,1781,12400,413,20300,450,7500,470,7100,776,22400,
seq_80_5,3160,32400,1590,11100,412,22200,527,8100,518,8200,776,24500,
seq_80_6,3160,35200,1800,12300,409,18500,533,8500,511,8300,775,22200,
seq_80_7,3160,32700,1860,13000,407,18500,605,8400,438,7000,763,24600,
seq_80_8,3160,34200,1714,12000,404,18800,468,7400,499,8100,770,22100,
seq_80_9,3160,34300,1737,12100,411,18600,474,7300,469,7200,765,24600,
seq_80_10,3160,37300,1740,12100,410,19400,453,7400,473,9500,770,22500,
seq_80_11,3160,34400,1730,12100,408,18700,512,8000,499,7300,784,25000,
seq_80_12,3160,35500,1723,12100,411,18500,502,7600,469,7800,750,22100,
seq_80_13,3160,33200,1722,12200,413,18400,482,7900,443,7800,781,25100,
seq_80_14,3160,35900,1602,11100,407,18600,493,7900,420,7200,784,27600,
